,微博发布者id,微博昵称,微博简介,认证状态,认证理由,关注数,粉丝数,性别,微博等级
279,5635806054,深度热心网民五某,“这个人狗话连篇”,True,微博原创视频博主,626,3212,女,9
280,7679092112,咸鱼终会翻身的_,有取件码的米米 陪宝贝回家版（有贵阳场）,False,,77,21,女,0
281,6607212184,今天吃小白粥了嘛,只爱小深！You are my only！@卡布叻_周深,True,超话粉丝大咖（周深超话）,616,55,女,4
282,7346509223,一直边走边唱,打工人，铲屎官，爱音乐。,False,,292,103,女,0
283,1693829784,一枚深思熟虑的ID,屠龙者终成恶龙。,False,,329,100,女,9
284,2291074123,深深的小拿抓,永远喜欢我的星星✨,True,超话粉丝大咖（周深超话）,164,437,女,35
285,6293106631,M采唐M,,False,,398,132,女,9
286,6515118846,-小昰叻_komorebi-,镇魂 | 追星号！娱乐圈的偏爱和例外仅对【周深】只领周深粉籍！不摘別人的花前提别来碰我的玫瑰花 Love&amp;Peace（属性至上，来去自由）,True,超话粉丝大咖（周深超话）,1160,814,女,4
287,5353226027,灵韵叻梦_Sofie,会萝莉音御姐音大叔音Siri音and杀猪音的生米～～（当然还是深深比较厉害哈哈哈哈哈哈）,True,娱乐博主 超话粉丝大咖（周深超话） 微博原创视频博主,1229,4512,女,14
288,6321252318,zs小咪_,,True,超话粉丝大咖（周深超话）,204,129,女,4
289,7743719852,大鱼不是鲸,ENTP,True,微博剪辑视频博主,468,476,女,0
290,2694338570,0林深时雾起0,追光者,True,超话粉丝大咖（周深超话）,535,893,女,14
291,7470811705,听反深代词小橘子愿望不会成空,明明明月是前身Ⅰall塑一体机嬷Ⅰ不定时暴躁不建议关注Ⅰ镇魂Ⅰ小狗只和老婆天下第一好🥺,False,,268,227,男,0
292,6446488352,小星的跟班-大橘为重,小太阳,False,,785,120,女,7
293,7747507532,小周不喝粥_le,周深说，做自己这件事，没有人能比我做的更好。,False,,204,41,女,0
294,7765889854,卡西_尼,只喜欢周深，不接受多担cp爬q，兄弟粉女友粉泥塑什么的可以接受（但我不是泥，只是可以接受）,False,,251,16,男,0
295,7544074724,c929奶呼呼的小王子,周深毒唯～,True,超话粉丝大咖（周深超话）,794,158,女,0
296,7781259958,小陀螺叻,哈喽！我是enfp的小陀螺！ 有需要请看置顶 谢谢你的喜欢😘,True,社会艺术水平中国舞十级 超话粉丝大咖（周深超话）,474,8846,女,0
297,7458908809,蒜苗儿778,海角天涯 我甘愿奉陪 赤子有梦 任艰险不畏,False,,278,572,女,0
298,3729916217,ZSGWHBQQ,默默自转的星球💫,False,,236,91,女,0
299,6968673685,小米深粥,无论你在哪，我都会努力去见你❤️,True,超话粉丝大咖（周深超话）,182,140,女,0
300,7677873867,与君商,周深仙品,True,超话粉丝钻咖（周深超话）,226,53,女,0
301,6021418204,北京时间二十点零七分,这年头弱智为什么这么多。,False,,668,49,男,9
302,2132709490,寻找阿利维斯,每日被催催催,False,,1918,277,女,15
303,7303150495,时间它有脚吖,追星、吐槽、看乐子。不交朋友不混粉圈，勿扰。,False,,71,22,女,0
304,7282890919,Zq_ccc,,False,,375,3,男,3
305,7140281280,粥粥不系,毕生愿望：掐粥森脸蛋,True,超话粉丝大咖（周深超话）,421,187,女,9
306,7780942896,秋霜-秋梨膏,想念在知道要再会的那瞬开始疯狂生长，等待要见面的时刻好像既短又长,False,,498,65,女,0
307,7780650612,广东什么时候可以下雪啊,山谷有灯,True,超话粉丝大咖（周深超话）,470,475,女,0
308,7461221664,星_圆子叻,听星星话过好三次元.爱给星星,False,,159,87,女,0
309,7766857929,偶素一朵小发_Charlie,我唯一的猫猫神——周深,True,超话粉丝大咖（周深超话） 微博原创视频博主,326,293,女,0
310,7411355946,嘻嘻怪我咯_反深代词是天选神专,和星星走到永远,True,超话粉丝大咖（周深超话）,405,415,女,0
311,5611792229,罄Lv_月,,False,,198,100,女,4
312,7559985220,这个鸽手不太冷,永远轻盈！永远滚烫！,True,超话粉丝大咖（周深超话）,453,203,女,0
313,6868649471,绝味小猫_,做你自己这件事，没有任何人做的比你好,True,超话粉丝大咖（周深超话）,395,355,女,4
314,7877935491,卡巴拉之树2023,,False,,58,7,男,0
315,6571215714,LengMwZs_反深代词越听越牛逼,只对周深不挑食【镇魂】 进主页乱lh伤耗子的都替我挡灾,True,微博原创视频博主,584,506,女,9
316,7833277051,倚晚晴929,,False,,719,615,男,0
317,7493303375,温柔·有牙齿,我喜欢的歌手叫周深，他唱歌超级好听！！！❤ 备用号【温柔有牙齿进阶版】,True,微博原创视频博主,485,7999,女,0
318,6549656983,因为我只是一只小乌贼,,True,超话粉丝大咖（周深超话）,251,95,女,4
319,7396600243,祁连Eileen,爱周深 要去成为更优秀的自己！早日找到那个喜欢的自己！想变厉害也能成为深深的海岸！希望世界和平，事在人为,True,超话粉丝大咖（周深超话）,545,316,女,0
320,6781345381,无趣的人一,底线是深,False,,464,55,女,0
321,1862752484,锦罽暖亲猫929,学做一只快乐的沙雕！,False,,262,228,女,34
322,7479494251,元星芋星星鱼,生米！！！纯米！！周深！发生了什么怎么回事昵称改不了！,True,超话粉丝大咖（周深超话）,272,151,女,0
323,7313752605,哦谁问你了_,最最喜欢你‖镇魂,False,,147,31,女,0
324,6792741252,切割红茶磁感线,把星子放入眸💫。,False,,226,244,女,4
325,7326438320,不是咸鱼是仙芋_,你我故事 永不散场@卡布叻_周深,True,超话粉丝大咖（周深超话）,580,638,女,0
326,7480824216,星海_猫,仰望星空！我们都渺小如尘埃！！！,False,,229,10,女,0
327,7861692841,追赶蓝海的米,不要关注我，我只是个转发机器🤯,False,,436,442,女,0
328,5269360391,深深浅浅小仙桃,少说话，多喝水，佛系一点,False,,288,44,女,9
329,6857139174,椰子嘟,只看可爱的🥰,False,,460,60,女,0
330,6618291624,来一坛梅子青啾星会醉喵,采青梅用来酿酒，你不许偷着喝（只有一坛哦~）,True,游戏博主 超话粉丝大咖（闪耀暖暖超话）,684,1299,女,4
331,2923952315,Helna才不是麻瓜叻,✨你说月明星稀 我说——✨【镇魂防搜】,True,超话粉丝大咖（周深超话）,638,760,女,3
332,7583846594,休息好的水,不承认我担内娱唯一真神的有难了/我宝是颗小仙桃,False,,251,37,女,0
333,7568338314,心动葡萄柚,会一直仰望✨【极致的无聊且无趣自说自话随时暴走精神状态不佳博主本人】,True,娱乐博主 微博原创视频博主,482,1.2万,女,0
334,7864669360,不会随风飘荡芦苇,,False,,115,1,女,0
335,1760569994,月月_没有墙头版,,False,,312,2382,女,48
336,7480481514,喝生椰拿铁不要拿铁,庭院深深深几许,False,,163,9,女,0
337,7856478269,卡布叻_橘嫑嫑,好好学习见周深！,False,,62,8,女,0
338,7403159507,默默飞行的风,,False,,366,86,男,0
339,6018911833,乐乐乐乐大侠,,False,,133,670,女,4
340,1873474402,拈花_日记,。,False,,118,20,女,2
341,7612866020,Wheatley_X,平平无奇普通人🙋🏻‍♀️,False,,50,3,女,0
342,5841708453,xxxibgdrgn-8023,造谣的你和你担都4000＋咯/忙三次元/永远不会跑路,False,,441,43,男,9
343,3317955305,寒暑亭亭j_JZ6,,False,,136,6,女,0
344,5335146028,阿黄在芝士里冲浪_,不爱老婆 就没饭吃  || 镇魂,True,社会艺术水平竹笛十级 超话粉丝大咖（周深超话） 微博剪辑视频博主,771,851,女,20
345,7372665533,想啵口小甜心,嘘🤫,False,,88,4,男,0
346,7088313353,深度-拿铁蛋白,深渡睡眠！,False,,268,7,女,4
347,1783276087,陈地球的混沌文学,营销公关的小天才，老阿姨拒绝粉籍谢谢。,True,娱乐博主 微博原创视频博主,3522,2.2万,女,19
348,7059094487,给卡布花,🙋🏻‍♀️生米20年进的米缸,False,,219,45,女,3
349,7551718456,小猫可冰啦_绿色版,我才不镇魂,False,,571,177,女,0
350,7871274220,捡了小猫_名为周深,我永远都相信事在人为！,False,,38,8,女,0
351,7838374764,草履虫洗洗睡觉,做萌萌人失败 改行做互联网侦探,False,,187,8,女,0
352,6766184907,做个小太阳阳阳阳,海浪无声，周深有声,True,超话粉丝大咖（周深超话）,86,88,女,2
353,6572000183,蓝圆Wvvw,我是大便超人,False,,276,74,男,4
354,7854301645,自律阳光小胖猪,粥深的歌是我的心理疗愈师～,False,,168,1,女,0
355,6794545029,十斤豆不吃土豆丝,,False,,26,3,女,0
356,7392265889,草莓酱烤布蕾芝士,武汉市六角亭在逃人员！精神不稳定！别关注我🙏,False,,310,45,女,0
357,6515658805,超级菌子大王,hi,False,,159,5,女,0
358,7258462184,昔有清酒vv,我以渺小爱你同行的旅程   我以短暂爱你不朽的旅程,True,娱乐博主 超话粉丝大咖（周深超话）,520,1319,女,0
359,7779027442,唐远连夜潜入劲焱扛起啾星就是跑,v：17301841884 欢迎交友！ 周深二专《反深代词》大卖！！,False,,71,6,女,0
360,7584505871,真喜欢吃西瓜,,False,,226,82,男,0
361,6504602003,挠头头头秃秃,为了追深下回微博啦,False,,115,6,女,4
362,7190187175,一首若离若即的歌过尽千帆养乐多,那不是泪光，那是你散落银河的星光✨,False,,752,12,女,4
363,3909420074,清雨抚纱,择一城终老，携一人白手  周深C-929星球的一粒米。,True,超话粉丝大咖（周深超话） 微博VLOG博主,940,1001,女,14
364,7899422090,蓝莓蘸白糖_反深代词神专降世,沉默的旋律 为时间证明 请牵着我的手 共舞最美的一曲,False,,324,714,女,0
365,7196481608,九穗_,与你同写 沧海桑田。,False,,215,161,女,4
366,7387140935,新之雨荷,喜欢姐姐,False,,200,9,女,0
367,7814651526,星海深沉929,在我深深的脑海里，深深的爱着深深！,False,,381,31,女,0
368,7911168860,爱深深的一抹蓝,纯米子，只爱周深,False,,40,6,女,0
369,2642341823,LU·C,喜欢一切美丽的事物。。。。。。,False,,90,123,女,9
370,7517648223,晨光与星,云养🐱,False,,120,9,男,0
371,5755737915,是眠杨呀929,如果来伤害都能顺理成章 还是什么不能冠冕堂皇,False,,76,32,女,9
372,6062176742,爱深深的鱼干干_反深代词牛逼,周深毒唯猫塑神塑✨ 颜粉声粉慕强,True,超话粉丝大咖（周深超话）,959,2243,女,4
373,7789075551,森米爱吃糖,这辈子栽在周深手里了,False,,306,34,女,0
374,7782183245,逍遥谷_反深代词好好听,互相牵挂的人一定会见面,False,,235,117,女,0
375,1449290117,狼来了--向隅,安之若素,False,,652,857,女,25
376,7648643658,一粒深海的米,来自内蒙大草原上的一只喜欢猫猫狗狗的女子，分享自己的小爱好  不仅喜欢猫猫狗狗，而且还喜欢DIY，  一只小螃蟹🦀，九年资深柯迷,False,,254,19,女,0
377,1725481601,一口吞掉小甜饼,成为最好的人…,False,,690,329,女,30
378,6035399330,Crysta_Malfoy,,False,,166,10,男,4
379,7601851576,_待我成尘时_,wala li longla  ｜镇魂,True,微博剪辑视频博主,673,745,女,0
380,5935644810,年纪大了也是可以追星的,周深唯粉,False,,381,81,女,10
381,7622451666,emo米尖尖,大眼你是真🐶啊,False,,30,2,女,0
382,6459639538,leemoyamomo,,False,,469,7,女,4
383,5585114308,来自宇宙之外的周星星,你是宇宙之外的星星,False,,21,10,女,4
384,7626159875,深叻开森啊_保佑上岸版,周深我的神,True,超话粉丝大咖（周深超话）,470,139,女,0
385,7407533921,橘子花丷,人们口中的永远只限于当时的炽热 ABO,False,,308,47,女,0
386,3223565345,32家的O,,True,超话粉丝大咖（周深超话）,208,3153,女,40
387,6876133695,一粒微尘米,做快乐的大人。,False,,321,824,女,2
388,7861565674,粥粥碗中的泡面_无回复版,若你曾片刻深爱这乱世浮生 便会有人愿舍身相陪共你疯,False,,186,26,女,0
389,7659144847,黄焖Charlie饭,自由而无用的灵魂,True,超话粉丝大咖（周深超话）,294,86,女,0
390,7395791103,天蓝风清海阔,,False,,540,47,女,0
391,2438723222,解语牛,,False,,53,626,女,16
392,6985585754,橙子味拖拉机,有一天夏日正盛，且单单为我,True,微博原创视频博主,1042,124,女,4
393,7563638298,逐草四方沙漠苍茫,喜欢触及灵魂的艺术,False,,209,24,女,0
394,7791402027,小螺薅滴滴地吹,看你NM看 （纯输出小小耗🙂谁都骂 （镇魂,False,,5,1,男,0
395,3289549557,DayDreamc_327,,False,,37,9,女,1
396,7775547955,米粥煮成浆糊,,False,,191,60,女,0
397,1933334341,我是长安新人,爱历史，爱诗词，更爱内心的感觉,False,,218,79,女,16
398,5519392426,纳米大瓢,反骨、玫瑰、混沌白月光和猫,True,微博原创视频博主,161,1.1万,女,9
399,3817426641,吃西红柿不吃西红柿皮儿,每天听周深唱歌是一件幸福的事情。,True,超话粉丝大咖（周深超话）,303,129,女,9
400,6273091743,我关注谁就是喜欢谁啊,垃圾别烦我别烦我别烦我别烦我,False,,160,70,女,9
401,7580111161,化深孤岛的青栀,『万物温柔相依 我以渺小爱你』,True,超话粉丝大咖（周深超话）,967,1101,女,0
402,7406624294,用户7406624294,,False,,76,1,男,0
403,7890881805,乱码2_1,高贵路人。,False,,45,14,女,0
404,7716864590,秋风辞酒嘟嘟,魔怔人一枚，别惹,False,,42,2,女,0
405,6660959778,憋躺了让芝士用二专埋米_大卖版,初初见你，人群中独自美丽，你仿佛有一种魔力，那一刻我竟然无法言语❤🌟🌟【反深代词大卖版】,True,超话粉丝大咖（周深超话）,942,316,女,16
406,7645759106,查理波特查理波特,,False,,331,69,女,0
407,2871014414,草莓要努力叻,情不知所起，一往而深。,True,超话粉丝大咖（周深超话）,594,221,女,14
408,7573813787,卡卡卡不住叻,小深永远平安健康幸福快乐,False,,167,14,女,0
409,7397180081,深崽叻_,周深2024全新专辑来啦！！！！ ㊗️专辑大卖❗️❗️❗️❗️ 🆘《反深代词》🆘 ❗️❗️❗️❗️❗️❗️❗️,True,超话粉丝钻咖（周深超话）,2203,67,女,0
410,5261667967,啾星晚安,备考中！2024周深9.29hz演唱会6.15成都场见过深深版！,False,,224,152,女,9
411,5729658184,想看演唱会的nono,「木南/nono」💫i张艺兴 周深（对🧬态度：丨远点  ^_^ 💢） //雷MXTX及相关XZ TNT HCY CXK TXW LY  LH LSS YS,False,,1185,169,女,4
412,7494223833,只好偷偷喝口粥叻,既然点进来那就和小猫拥抱一下吧,False,,210,21,女,0
413,2821572024,小西西要努力鸭,,False,,328,246,女,30
414,7014250314,橘猫少女靠周深新专反深代词过活,享受生活里的一切，享受周深的音乐和可爱(๑• . •๑),False,,189,70,女,9
415,7855234919,想咬周深的腚,,False,,147,18,女,0
416,6422701615,云生默默向昏黑,nothing is important,False,,686,61,女,4
417,6327116712,子涵love深深,喜欢周深6年  没有合照  没有亲签,False,,67,13,女,0
418,7817158856,卡布叨嫑嫑_满头爱心,临床医学大学生，正主是周深,False,,75,8,女,0
419,6457266049,momo羽毛酱,,False,,284,19,男,6
420,2062821833,不喝水的绘星,绝对个人领域，不会过度发疯，除非忍不住🙄,True,程序员 超话粉丝大咖（周深超话）,309,5726,女,28
421,6312066220,阿劷一定可以战胜拖延症,,False,,48,19,女,0
422,1809006220,DaRatiCai_hyf,拒绝PUA✊,False,,266,297,女,39
423,6617382478,你好_我是派大星_,,False,,192,16,女,4
424,7009736795,卡布叻_宁萌,周深唯粉 🐴周深和生米的替他们挡灾 快🧱 lh 929,False,,157,42,女,8
425,7515568140,仙音悦耳,,False,,122,4,女,0
426,7510349560,自愿加入猫猫教,“我从来不觉得孤独，因为我的世界里有白日梦，有蝴蝶，有微风”,True,超话粉丝大咖（周深超话）,618,757,女,0
427,5389410169,爱上鲸鱼的小丑鱼,,False,,100,13,男,4
428,7170692506,爱看星星的小怪兽,周深是我的星星⭐️,True,超话粉丝大咖（周深超话）,276,143,女,7
429,7628730919,不爱喝粥_爱喝甜粥,,False,,161,5,女,0
430,2815458843,壹只月儿,满纸荒唐言,True,娱乐博主,623,1.9万,女,33
431,5689207276,娱乐圈脆皮鸭文学非重要NPC,防搜：镇魂,False,,434,128,女,9
432,7759381420,深渊四莫,一粒小米,False,,92,8,女,0
